Name,City,State,Longitude,Latitude
"Anthony, David Rinehart, House",Eutaw,AL,-87.89030286971784,32.8368816734428
"Coleman, John, House",Eutaw,AL,-87.90809761725146,32.85808770670961
"Davis, Attoway R., Home",Eutaw,AL,-87.8904182250055,32.84110178665029
"Gray, Rev. John H., House",Eutaw,AL,-87.900783,32.849583
"Gullett, Benjamin D., House",Eutaw,AL,-87.89062559224246,32.84119111495243
"Jones, William C., House",Eutaw,AL,-87.89459552249862,32.84365934896169
Kirkwood,Eutaw,AL,-87.89597604200077,32.8458041970486
"Meriwether, Dr. Willis, House",Eutaw,AL,-87.89036037509116,32.83841836925703
"Murphy, Samuel R., House",Eutaw,AL,-87.90809761725146,32.85808770670961
"Perkins, William, House",Eutaw,AL,-87.88870666666666,32.83804807843138
"Pierce, William F., House",Eutaw,AL,-87.89588241598197,32.8408919066264
"Reese, Edwin, House",Eutaw,AL,-87.89017104066504,32.83801827569973
"Rogers, William A., House",Eutaw,AL,-87.90809761725146,32.85808770670961
"Webb, William Peter, House",Eutaw,AL,-87.892308,32.841905
"White, Asa, House",Eutaw,AL,-87.89047866518,32.84196526287442
"Wilson, Catlin, House",Eutaw,AL,-87.89036325006077,32.83823724617135
"Wright, Daniel R., House",Eutaw,AL,-87.88660989546172,32.843288271968355
Kennedy House,Abbeville,AL,-85.25055,31.567259
Dothan Opera House,Dothan,AL,-85.39118370872544,31.22428168081477
Federal Building and U.S. Courthouse,Dothan,AL,-85.392444,31.225277
Alabama Penny Savings Bank,Birmingham,AL,-86.80975136956522,33.515069260869566
Bradshaw House,Birmingham,AL,-86.79138525217334,33.500240066167834
"Brown, Dr. A. M., House",Birmingham,AL,-86.83113797959183,33.5098386122449
Crittenden Building,Birmingham,AL,-86.80806885714286,33.515838714285714
First Christian Church Education Building,Birmingham,AL,-86.808244,33.521235
"McAdory, Thomas, House",Bessemer,AL,-86.96126633333334,33.374286
"Nabers, Morrow and Sinnige, Building",Birmingham,AL,-86.80589655784843,33.514543935804795
"Owen, Dr. Thomas McAdory, House",Bessemer,AL,-86.95671951020408,33.40264057142857
St. Paul's Catholic Church,Birmingham,AL,-86.80456107823129,33.517750050000004
Coffee High School,Florence,AL,-87.67621446938774,34.806239734693875
"Coulter, George, House",Florence,AL,-87.67547868255247,34.79599335
Karsner-Carroll House,Florence,AL,-87.67901042514384,34.801571800000005
"Martin, James, House",Florence,AL,-87.70332762233271,34.81570285
Rosenbaum House,Florence,AL,-87.68255422594858,34.7921010863814
Boxwood Plantation Slave Quarter,Courtland,AL,-87.29761532490457,34.67732796791115
Scott-Yarbrough House,Auburn,AL,-85.47237715514177,32.6064995
"Donnell, Robert, House",Athens,AL,-86.9681692,34.7956999
"Houston, Governor George Smith, House",Athens,AL,-86.974533,34.803549
"Old Athens, Alabama Main Post Office",Athens,AL,-86.97296012458287,34.80265385
Beckers Block,Huntsville,AL,-86.58757843113153,34.73253662874967
Building at 105 N. Washington Street,Huntsville,AL,-86.58918206758094,34.7407178447821
Buildings at 104-128 S. Side Sq.,Huntsville,AL,-86.58486999383001,34.72982589017432
Church of the Visitation,Huntsville,AL,-86.58741752405587,34.73280645
Donegan Block,Huntsville,AL,-86.58540261089607,34.73062871720685
Downtown Chevron Station,Huntsville,AL,-86.58404504889995,34.73223875
Dunnavant's Building,Huntsville,AL,-86.58918206758094,34.7407178447821
Flint River Place,Huntsville,AL,-86.49370287755102,34.78334655102041
"Ford, Hezekiah, House",Huntsville,AL,-86.55182699496615,34.82185581477032
Halsey Grocery Warehouse,Huntsville,AL,-86.58838220642278,34.733179050000004
"Halsey, W. L., Warehouse",Huntsville,AL,-86.58782689235807,34.733369350000004
Henderson National Bank,Huntsville,AL,-86.5863082771391,34.7303888
Hotel Russel Erskine,Huntsville,AL,-86.58682271334548,34.731025971945854
"Humphreys, David C., House",Huntsville,AL,-86.60478955576158,34.72167270871621
Hundley House,Huntsville,AL,-86.584487,34.728649
"Hutchens, Terry, Building",Huntsville,AL,-86.5869156748089,34.7312604
"Hutchens, W. T., Building",Huntsville,AL,-86.58625618295818,34.73083383493672
Kelly Brothers and Rowe Building,Huntsville,AL,-86.58820034693878,34.73320657142857
Kress Building,Huntsville,AL,-86.58918206758094,34.7407178447821
Leech-Hauer House,Huntsville,AL,-86.58671541883484,34.72007846236174
Lombardo Building,Huntsville,AL,-86.58872704999999,34.733543600000004
Mason Building,Huntsville,AL,-86.58620192024577,34.731809049999995
May and Cooney Dry Goods Company,Huntsville,AL,-86.58451754999999,34.730846650000004
Milligan Block,Huntsville,AL,-86.58465712669839,34.73047047522626
Phelps-Jones House,Huntsville,AL,-86.61962067730241,34.79998018479502
Rand Building,Huntsville,AL,-86.58550061967883,34.730860899999996
Randolph Street Church of Christ,Huntsville,AL,-86.5842246825138,34.730989550000004
"Robinson, John, House",Huntsville,AL,-86.5775417883605,34.75799716474522
"Robinson, Mrs. William, House",Huntsville,AL,-86.573573,34.756397
Schiffman Building,Huntsville,AL,-86.58412417733963,34.7303112
Struve-Hay Building,Huntsville,AL,-86.58757843113153,34.73253662874967
Times Building,Huntsville,AL,-86.614721,34.7284659
U.S. Courthouse and Post Office,Huntsville,AL,-86.614721,34.7284659
Vaught House,Huntsville,AL,-86.576604,34.739893
Ashe Cottage,Demopolis,AL,-87.84012872325057,32.51962338510189
Bluff Hall,Demopolis,AL,-87.84011130125295,32.52000482671429
Demopolis Public School,Demopolis,AL,-87.83877030693753,32.51397616449514
Lyon-Lamar House,Demopolis,AL,-87.83865093200427,32.51614472445676
Old Courthouse,Linden,AL,-87.805095337643,32.31223721141397
Battle House Royale,Mobile,AL,-88.04066728333746,30.6931247
Bragg-Mitchell House,Mobile,AL,-88.07464850122571,30.692371067278312
Brisk & Jacobson Store,Mobile,AL,-88.04028348979593,30.69238526530612
Carlen House,Mobile,AL,-88.08598444038417,30.684068099999998
First National Bank,Mobile,AL,-88.0408664375,30.6934186875
Gates-Daves House,Mobile,AL,-88.12819508658151,30.688004299685648
Georgia Cottage,Mobile,AL,-88.07464850122571,30.692371067278312
Government Street Presbyterian Church,Mobile,AL,-88.04446342296015,30.68946545
"Horst, Martin, House",Mobile,AL,-88.04661323396613,30.689312
Miller-O'Donnell House,Mobile,AL,-88.0563785,30.664595249999998
Mobile City Hall,Mobile,AL,-88.03958010004408,30.689609400000002
"Portier, Bishop, House",Mobile,AL,-88.0440000945946,30.690422824324322
"Semmes, Raphael, House",Mobile,AL,-88.05215100000001,30.6866278125
Spring Hill College Quadrangle,Mobile,AL,-88.14222167857143,30.697647785714285
St. Louis Street Missionary Baptist Church,Mobile,AL,-88.05104345735856,30.690719499611042
State Street A.M.E. Zion Church,Mobile,AL,-88.04940078282827,30.6938241010101
Tschiener House,Mobile,AL,-88.06114866468432,30.689354607875053
U.S. Marine Hospital,Mobile,AL,-88.05458971782443,30.69217735
United States Court House and Custom House,Mobile,AL,-88.04265214285714,30.693651204081632
Bell Building,Montgomery,AL,-86.31057091923384,32.376555100000004
Brame House,Montgomery,AL,-86.30354395603331,32.372944094799976
"Brittan, Patrick Henry, House",Montgomery,AL,-86.30252857142858,32.38222822448979
Cassimus House,Montgomery,AL,-86.29652928571429,32.37841151020408
Dexter Avenue Baptist Church,Montgomery,AL,-86.30270426083132,32.3772802
Edgewood,Montgomery,AL,-86.28709394221202,32.34690010651857
First White House of the Confederacy,Montgomery,AL,-86.30048225769104,32.3764256319754
Gerald-Dowdell House,Montgomery,AL,-86.30346495918367,32.37348848979592
Governor's Mansion,Montgomery,AL,-86.30700901310199,32.36196529119512
"Jones, Gov. Thomas G., House",Montgomery,AL,-86.30447524986785,32.37528792188011
McBryde-Screws-Tyson House,Montgomery,AL,-86.31539232653061,32.37102896938776
Montgomery Greyhound Bus Station,Montgomery,AL,-86.30903677777778,32.375974444444445
"Murphy House, The",Montgomery,AL,-86.30925150019954,32.37981901226749
"Pastorium, Dexter Avenue Baptist Church",Montgomery,AL,-86.29626072364513,32.373109326937424
Sayre Street School,Montgomery,AL,-86.3104702244898,32.37085393877551
Semple House,Montgomery,AL,-86.29931560962379,32.37908917727729
St. John's Episcopal Church,Montgomery,AL,-86.30732449228815,32.3798938041462
Stone Plantation,Montgomery,AL,-86.42521536463583,32.351150785439785
Tulane Building,Montgomery,AL,-86.297787,32.371937
United States Post Office and Courthouse-Montgomery,Montgomery,AL,-86.30915621629894,32.375344086519576
Winter Building,Montgomery,AL,-86.308674,32.377296
Rhea-McEntire House,Decatur,AL,-86.98449169864855,34.6167964975774
Siloam Baptist Church,Marion,AL,-87.3189429283613,32.63130366048987
Boxwood,Talladega,AL,-86.07399799465895,33.44498587426914
First Presbyterian Church,Talladega,AL,-86.10007109673751,33.43581355645729
Battle-Friedman House,Tuscaloosa,AL,-87.56673449892229,33.204425099999995
Jemison-Vandegraaff House,Tuscaloosa,AL,-87.56466718193258,33.20205249999999
Old Tuscaloosa County Jail,Tuscaloosa,AL,-87.57341974854583,33.20723272049029
Searcy House,Tuscaloosa,AL,-87.57010534383154,33.20623168324719
"Shirley, James, House",Northport,AL,-87.57866495972193,33.219159323325414
Bankhead House,Jasper,AL,-87.282626,33.837838
"Douglas, Walter, House",Bisbee,AZ,-109.878278,31.417842
Gadsden Hotel,Douglas,AZ,-109.55463187755102,31.344968836734694
Muheim House,Bisbee,AZ,-109.91267027733574,31.446271756705688
"Norton, John H., and Company Store",Willcox,AZ,-109.8308264489796,32.25291363265306
Sacred Heart Church,Tombstone,AZ,-110.06416957142858,31.713998612244897
Tombstone City Hall,Tombstone,AZ,-110.06746416326531,31.71405937755102
Tombstone Courthouse,Tombstone,AZ,-110.06945334693877,31.712599979591836
Ashurst House,Flagstaff,AZ,-111.65639206572172,35.2008969853356
Chapel of the Holy Cross,Sedona,AZ,-111.76675846464977,34.831989449999995
Flagstaff Armory,Flagstaff,AZ,-111.656889,35.194095
Weatherford Hotel,Flagstaff,AZ,-111.6490772817057,35.1984291
Elks Building,Globe,AZ,-110.78876315306123,33.3972183877551
Gila Valley Bank and Trust Building,Globe,AZ,-110.79918104070374,33.4149479861339
Globe Mine Rescue Station,Globe,AZ,-110.79532836747084,33.40961735
Holy Angels Church,Globe,AZ,-110.78636914242496,33.3949599
International House,Globe,AZ,-110.78949037956671,33.40009588500876
Adams School,Phoenix,AZ,-112.083812,33.449354
Arizona Army National Guard Arsenal,Phoenix,AZ,-111.9600192,33.4665292
Arizona State Capitol Building,Phoenix,AZ,-112.09780119910202,33.4481203
Arizona State Hospital Building,Phoenix,AZ,-112.02408095151841,33.4523365
Chandler High School,Chandler,AZ,-111.8415159090909,33.30748015151515
"Douglas, Lewis, House",Phoenix,AZ,-112.06254630217677,33.5452362
El Zaribah Shrine Auditorium,Phoenix,AZ,-112.0918696,33.448538049999996
Evans House,Phoenix,AZ,-112.08709707700626,33.44826378686206
Hotel Westward Ho,Phoenix,AZ,-112.07427424869704,33.455259999999996
"Hubbard, L. Ron, House",Phoenix,AZ,-111.98616117624081,33.51716450000001
Kenilworth Elementary School,Phoenix,AZ,-112.0809140441077,33.462212550000004
Maricopa County Courthouse,Phoenix,AZ,-112.07574055481288,33.44767545
"McClintock, James H., House",Phoenix,AZ,-112.06816067317092,33.463651549999994
"Moeur, Gov. Benjamin B., House",Tempe,AZ,-111.93856735936127,33.423530549999995
Monroe School,Phoenix,AZ,-112.06418520397189,33.45056195
Phoenix Carnegie Library And Library Park,Phoenix,AZ,-112.08701677242513,33.44809992455099
Phoenix Towers,Phoenix,AZ,-112.073681,33.471915
San Marcos Hotel,Chandler,AZ,-111.8444335525903,33.30380375
St. Mary's Church,Phoenix,AZ,-112.0693927181416,33.45075975
Sun City DEVCO Model No.1,Sun City,AZ,-112.29220750375896,33.601059
Webster Auditorium,Phoenix,AZ,-111.95164047504498,33.45726018712686
"Wrigley, William, Jr., Winter Cottage",Phoenix,AZ,-112.02668591042632,33.5228482
Mohave County Courthouse and Jail,Kingman,AZ,-114.05348403061224,35.19085660204082
Wigwam Village #6,Holbrook,AZ,-110.1688677,34.9025815
Arivaca Schoolhouse,Arivaca,AZ,-111.32885608163265,31.57612573469388
Arizona Inn,Tucson,AZ,-110.94037608096154,32.2419538
Cordova House,Tucson,AZ,-110.9751008927603,32.22577206889942
Fox Theatre,Tucson,AZ,-110.9716125,32.2219772
"Manning, Levi H., House",Tucson,AZ,-110.97666999779754,32.22361404747788
Post Trader's Store and Riallito House,Tucson,AZ,-110.87679564620183,32.26140433111777
Post Trader's Storehouse,Tucson,AZ,-110.87824935931208,32.26123139989265
Quartermaster Storehouse,Tucson,AZ,-110.87567795843293,32.261409927329126
Ronstadt House,Tucson,AZ,-110.96876452540694,32.22920801925006
"Smith, Professor George E. P., House",Tucson,AZ,-110.95342286394941,32.23604855804087
USDA Tucson Plant Materials Center,Tucson,AZ,-111.003577,32.26644230694205
"Wright, Harold Bell, Estate",Tucson,AZ,-110.85243213430039,32.23324785
10 Cottages on Short Street,Nogales,AZ,-110.93826749885127,31.333438159734776
Bowman Hotel,Nogales,AZ,-110.93123172255017,31.34464092498655
"Bowman, W. G., House",Nogales,AZ,-110.90306612538056,31.365628780741073
"Dunbar, George, House",Nogales,AZ,-110.90306612538056,31.365628780741073
"Harrison, Sen. James A., House",Nogales,AZ,-110.93465020212766,31.340261585106383
Hotel Blanca,Nogales,AZ,-110.930395,31.344621
House at 220 Walnut Street,Nogales,AZ,-110.9404898,31.33830565
House at 334-338 Walnut Street,Nogales,AZ,-110.9437161980875,31.339902590333462
House at 665 Morley Avenue,Nogales,AZ,-110.93312575213768,31.341874061889193
"Kress, S. H., & Co., Building",Nogales,AZ,-110.93182034397064,31.34290208700154
Las Dos Naciones Cigar Factory,Nogales,AZ,-110.93693917372654,31.33812549325111
Mediterranean Style House,Nogales,AZ,-110.94000972727272,31.338230545454547
Montezuma Hotel,Nogales,AZ,-110.93958912244898,31.335398510204083
Nogales High School,Nogales,AZ,-110.94035216666667,31.339332
"Piscorski, Jose, Building",Nogales,AZ,-110.93723291864839,31.337802497659663
Three Mediterranean Cottages on Pajarito Street,Nogales,AZ,-110.93930463993424,31.343243416423174
"Gardner, James I., Store",Prescott,AZ,-112.468573,34.543936
"Goldwater, Henry, House",Prescott,AZ,-112.46668178376582,34.54095452542538
Hassayampa Hotel,Prescott,AZ,-112.4678091,34.5421769
Mountain States Telephone and Telegraph Exchange Building,Prescott,AZ,-112.46738842698426,34.5422724603637
Prescott Public Library,Prescott,AZ,-112.46844527125329,34.54179782203461
Toltec Lodge,Prescott,AZ,-112.48043372687674,34.53908749911278
Balsz House,Yuma,AZ,-114.78009121189172,32.49089607599776
Brown House,Yuma,AZ,-114.62097421428571,32.72284078571428
Brownstetter House,Yuma,AZ,-114.62324946938776,32.71554212244898
Caruthers House,Yuma,AZ,-114.78009121189172,32.49089607599776
Connor House,Yuma,AZ,-114.620778748502,32.723535620796625
Double Roof House,Yuma,AZ,-114.77802835679897,32.500232971961886
Dressing Apartments,Yuma,AZ,-114.78083461085222,32.49206602851012
"Ewing, Frank, House",Yuma,AZ,-114.78009121189172,32.49089607599776
"Ewing, Ruth, House",Yuma,AZ,-114.78000377551021,32.49186736734694
Fourth Avenue Junior High School,Yuma,AZ,-114.62467748979593,32.71878314285714
Gandolfo Theater,Yuma,AZ,-114.620965,32.723924
"Griffin, Alfred, House",Yuma,AZ,-114.781079,32.488883959183674
"Hodges, Peter B., House",Yuma,AZ,-114.71470485212733,32.590722785263424
Hotel del Ming,Yuma,AZ,-114.616174,32.722682
"Jackson, E.B., House",Yuma,AZ,-114.78127514865113,32.488149134336076
"Kent, Jerry, House",Yuma,AZ,-114.78536229998807,32.55864360213423
"Levy, Henry, House",Yuma,AZ,-114.77999398979593,32.48998364285715
"Marable, George, House",Yuma,AZ,-114.623449,32.71809281632653
"Mayhew, Carmelita, House",Yuma,AZ,-114.781079,32.488844989795915
Methodist Episcopal Church,Yuma,AZ,-114.6209755,32.7230075
Methodist Parsonage,Yuma,AZ,-114.62097635714285,32.723118642857145
Mexican Consulate,Yuma,AZ,-114.62111657142857,32.719618000000004
"Ming, A.B., House",Yuma,AZ,-114.623449,32.71815653061225
Norton House,Yuma,AZ,-114.6209720921835,32.72361654931771
Ortiz House,Yuma,AZ,-114.62096650958847,32.72385304834301
Pancrazi House,Yuma,AZ,-114.61976025630383,32.719888499999996
Pauley Apartments,Yuma,AZ,-114.62560928481736,32.725286440038694
Power Apartments,Yuma,AZ,-114.61991625014677,32.72241225656994
"Riley, Clara Smith, House",Yuma,AZ,-114.78000332653062,32.49189610204082
Roosevelt School,Yuma,AZ,-114.61998020105833,32.716000808551534
Russell-Williamson House,Yuma,AZ,-114.77999347959184,32.49016578571428
"Smith, J. Homer, House",Yuma,AZ,-114.77379846585039,32.49599893259395
St. Paul's Episcopal Church,Yuma,AZ,-114.77999363265306,32.490111142857145
Stoffela Store/Railroad Exchange,Yuma,AZ,-114.61718250872539,32.7191962
Yuma City Hall,Yuma,AZ,-114.62183352905393,32.725119303374484
Yuma County Courthouse,Yuma,AZ,-114.62222959093808,32.72355695660318
DeWitt Post Office,DeWitt,AR,-91.33734102434678,34.2950236
Crossett Post Office,Crossett,AR,-91.96148010204081,33.13490508163265
Watson-Sawyer House,Hamburg,AR,-91.7929490272483,33.224093001184706
Warren and Ouachita Valley Railway Station,Warren,AR,-92.06754438630645,33.61489708525576
Berryville Post Office,Berryville,AR,-93.56664,36.364401
Crescent Hotel,Eureka Springs,AR,-93.737427,36.408307449999995
Lake Village Post Office,Lake Village,AR,-91.28353462585294,33.330507740564805
Piggott National Guard Armory,Piggott,AR,-90.18155252531795,36.38170532630474
Coca-Cola Building,Morrilton,AR,-92.74357444897959,35.15389575510204
Morrilton Post Office,Morrilton,AR,-92.74492220408163,35.1530735
"Burns, Bob, House",Van Buren,AR,-94.3507064,35.4360661
Wynne Post Office,Wynne,AR,-90.78910753446618,35.22397428848193
Waters House,Fordyce,AR,-92.4115614049584,33.805542315072564
"Lewis, Jay, House",McGehee,AR,-91.40917899523465,33.635348899960285
Brown House,Conway,AR,-92.44557646938776,35.09014681632653
Farmers State Bank,Conway,AR,-92.44158658335988,35.0916219
Fraunthal House,Conway,AR,-92.4572463877551,35.08713771428571
"Smith, S. G., House",Conway,AR,-92.44873114071292,35.090047226260914
First Presbyterian Church,Hot Springs,AR,-93.05752257393246,34.51770574548924
Fordyce House,Hot Springs,AR,-93.05131701589096,34.527692583216854
"Joers, Peter Dierks, House",Hot Springs,AR,-93.02466680047603,34.542523203093985
Medical Arts Building,Hot Springs,AR,-93.0537200451476,34.51671067574292
Park Hotel,Hot Springs,AR,-92.82762843843884,34.6161927877578
Riviera Hotel,Hot Springs,AR,120.47195359103617,15.16997551130012
Wade Building,Hot Springs,AR,120.47195359103617,15.16997551130012
Woodmen of Union Building,Hot Springs,AR,-93.0503233030303,34.507129189393936
St. Mary's Catholic Church,Paragould,AR,-90.48952812778576,36.058307
"Clinton, Bill, Birthplace",Hope,AR,-93.59651688791124,33.66727655
Goodlett Gin,Washington,AR,-93.67693214505596,33.778499056065016
McRae House,Hope,AR,-93.57881204778957,33.668148470424605
Clark House,Malvern,AR,-92.80807276141047,34.35677605785141
Gatewood House,Malvern,AR,-92.80940581723935,34.36166626214914
Hot Springs Railroad Roundhouse,Malvern,AR,-92.81453588614238,34.365765337577585
Nashville Post Office,Nashville,AR,-93.84698871428571,33.9447692244898
Adler House,Batesville,AR,-91.65101554930395,35.76940129576996
Glenn House,Batesville,AR,-91.64943514877886,35.774021806745246
Gregg House,Newport,AR,-91.2850391632653,35.601328367346945
"Bain, Jewel, House Number 2",Pine Bluff,AR,-92.013289,34.192852
Ferguson House,Pine Bluff,AR,-91.97503014637556,34.22537723782895
Fox House,Pine Bluff,AR,-92.00709995918366,34.21622259183673
Howson House,Pine Bluff,AR,-92.007215,34.212559
Parkview Apartments,Pine Bluff,AR,-92.005478,34.216297
Pine Bluff Civic Center,Pine Bluff,AR,-92.001875,34.221568
Puddephatt House,Pine Bluff,AR,-92.00719471428572,34.211470734693876
Temple House,Pine Bluff,AR,-92.01058767346939,34.21254504081633
"Watson, John Brown, Memorial Library Building",Pine Bluff,AR,-92.01937608042425,34.235164474886005
Bunch-Walton Post #22 American Legion Hut,Clarksville,AR,-93.46320656275896,35.468703500000004
Clarksville National Guard Armory,Clarksville,AR,-93.46617276077754,35.479257466304546
Davis House,Clarksville,AR,-93.46576153061224,35.47007636734694
Dunlap House,Clarksville,AR,-93.46075117423854,35.47053619321098
First Presbyterian Church,Clarksville,AR,-93.46605075274627,35.47252705
McKennon House,Clarksville,AR,-93.46076015614538,35.47046882890961
Marianna National Guard Armory,Marianna,AR,-90.759168,34.771321
McClintock House,Marianna,AR,-90.76023777249067,34.77527751308688
Paris Post Office,Paris,AR,-93.72996960453023,35.293130428791365
Eagle House,Lonoke,AR,-91.97177797959183,34.542016795918364
Shull House,Lonoke,AR,-102.12826728021034,32.00442599129812
Trimble House,Lonoke,AR,-91.94891005,35.0191964
Walls House,Lonoke,AR,-91.90260780419467,34.78072396149479
Wheat House,Lonoke,AR,-91.94891005,35.0191964
Kittrell House,Texarkana,AR,-94.03635965306123,33.4338446122449
Orr School,Texarkana,AR,-94.0415856692065,33.42986070406851
Gazzola and Vaccaro Building,Brinkley,AR,-91.19808655001346,34.887227298989465
Merchants and Planters Bank,Clarendon,AR,-91.31347471428572,34.692973571428574
"McRae, D. L., House",Prescott,AR,-93.37789124489795,33.799656408163266
"Kitchens, Richard L., Post No. 41",Helena,AR,-90.58756993757207,34.527972844494904
"Pillow, Jerome Bonaparte, House",Helena,AR,-90.59203978127826,34.5295569
"Tappan, James C., House",Helena,AR,-90.59367012244898,34.529467653061225
White House,Helena,AR,-90.59502340823761,34.52913348814324
Associated Reformed Presbyterian Church,Little Rock,AR,-92.31143011093248,34.739947
Baer House,Little Rock,AR,-92.2685946122449,34.73857491836735
"Bates, Daisy, House",Little Rock,AR,-92.2882442356763,34.7216156
Beal-Burrow Dry Goods Building,Little Rock,AR,-92.269838,34.747944
Beyerlein House,Little Rock,AR,-92.3400854489536,34.7398932079277
Bush House,Little Rock,AR,-92.28509534693877,34.73575197959184
Capital Hotel,Little Rock,AR,-92.27100090616149,34.748102429962216
Central Presbyterian Church,Little Rock,AR,-92.27968695918368,34.73040195918367
"Climber Motor Car Factory, Unit A",Little Rock,AR,-92.24938487867811,34.73044800990008
Cornish House,Little Rock,AR,-92.279739,34.732134
Croxson House,Little Rock,AR,-92.280879,34.730627
Dunaway House,Little Rock,AR,-92.2946673990028,34.72952015
England House,Little Rock,AR,-92.27979175510204,34.72842528571429
Exchange Bank Building,Little Rock,AR,-92.27083477551021,34.74484659183673
Farrell House,Little Rock,AR,-92.27489318367347,34.72853818367347
First United Methodist Church,Little Rock,AR,-92.273836,34.742202999999996
Fletcher House,Little Rock,AR,-92.26940308163265,34.73971118367347
Florence Crittenton Home,Little Rock,AR,-92.313632,34.741319
Fones House,Little Rock,AR,-92.28020804081633,34.748513448979594
Frauenthal House,Little Rock,AR,-92.27993326530611,34.72950826530612
"Garland, Augustus, House",Little Rock,AR,-92.27173510832185,34.73504104043791
Gazette Building,Little Rock,AR,-92.27087195918367,34.746245897959184
Green House,Little Rock,AR,-92.2874494489796,34.72907065306123
Hall House,Little Rock,AR,-92.31983886236313,34.766729958355064
Hemingway House,Little Rock,AR,-92.27957879591837,34.73297455102041
Hotze House,Little Rock,AR,-92.27438881614383,34.73328277274267
"Huie, George D.D., Grocery Store Building",North Little Rock,AR,-92.260098,34.767119
Johnson House,Little Rock,AR,-92.26665728571429,34.74064871428571
Johnswood,Little Rock,AR,-92.38835371871131,34.78723770567285
LaFayette Hotel,Little Rock,AR,-92.27226775510205,34.74400312244898
Little Rock Central High School National Historic Site,Little Rock,AR,-92.29749160106188,34.73752665000001
"Main Building, Arkansas Baptist College",Little Rock,AR,-92.30340108918867,34.8102076558012
Marshall House,Little Rock,AR,-92.27973426530612,34.729501265306126
McLean House,Little Rock,AR,-92.31336662277356,34.75476965270439
Mehaffey House,Little Rock,AR,-92.274889,34.728614
Moore Building,Little Rock,AR,-92.27301983522958,34.74694809868807
Moore House,Little Rock,AR,-92.49484704669203,34.81568523543637
Nash House,Little Rock,AR,-92.26753191836734,34.742562816326526
North Little Rock Post Office,North Little Rock,AR,-92.2673881983758,34.75778575
Old State House,Little Rock,AR,-92.27264149033354,34.7490645
Parnell Hall,Little Rock,AR,-92.30113905369127,34.750853677852355
Pearson-Robinson House,Little Rock,AR,-92.2920907,34.7310195
Pulaski County Courthouse,Little Rock,AR,-92.27408467346939,34.74852018367347
Remmel Apartments,Little Rock,AR,-92.33609229529769,34.73664981279666
"Robinson, Joseph Taylor, Memorial Auditorium",Little Rock,AR,-92.27414585714286,34.748695142857144
Rogers House,Little Rock,AR,-92.277318,34.732025
