Name,City,State,Longitude,Latitude
LEWIS AND CLARK STATE OFFICE BUILDING,JEFFERSON CITY,MO,-92.1554882,38.5727492
MISSOURI DEPARTMENT OF CORRECTIONS,JEFFERSON CITY,MO,-92.2242238,38.5926358
STATE OFFICE BUILDING ANNEX,FRANKFORT,KY,-84.8711342,38.2005279
KANSAS HIGHWAY PATROL,TOPEKA,KS,-95.674973,39.050821
ADMINISTRATION BUILDING,SAINT PAUL,MN,-93.1015512,44.9565302
CENTENNIAL OFFICE BUILDING,SAINT PAUL,MN,-93.0996666,44.9532816
TEMPLE OF JUSTICE,OLYMPIA,WA,-122.9048794,47.036963
DAVIS WILLIAM BUILDING,OLYMPIA,WA,-122.9014689,47.0408833
DEPARTMENT OF VETERANS AFFAIRS,OLYMPIA,WA,-122.88848,47.0386995
DEPARTMENT OF MILITARY AND VETERANS AFFAIRS,LANSING,MI,-84.572833,42.769303
IDAHO STATE LIQUOR DISPENSARY,BOISE,ID,-116.1674685,43.538648
MONTANA DEPARTMENT OF LOTTERY COMMISSION,HELENA,MT,-112.019987,46.609811
IDAHO STATE SUPREME COURT,BOISE,ID,-116.1968208,43.6161994
STATE OFFICE BUILDING,FRANKFORT,KY,-84.8717883,38.2000469
CAPITAL PLAZA TOWER,FRANKFORT,KY,-84.8764819,38.2036456
STATE HUMAN SERVICES BUILDING,DENVER,CO,-104.985299,39.741306
STATE OFFICE BUILDING,SAINT PAUL,MN,-93.1022373,44.955046
ORVILLE L FREEMAN BUILDING,SAINT PAUL,MN,-93.0982048,44.954042
MINNESOTA DEPARTMENT OF TRANSPORTATION,SAINT PAUL,MN,-93.1047765,44.9533034
STATE OFFICE BUILDING,BALTIMORE,MD,-76.6221129,39.3014464
MARYLAND STATE OFFICE BUILDING,BALTIMORE,MD,-76.6129865,39.2957127
INDIANA GOVERNMENT CENTER SOUTH,INDIANAPOLIS,IN,-86.1649532,39.7678523
INDIANA STATE DEPARTMENT OF HEALTH BUILDING,INDIANAPOLIS,IN,-86.1583404,39.7673936
INDIANA STATE TEACHERS ASSOCIATION,INDIANAPOLIS,IN,-86.1612668,39.7688792
GEORGIA BUREAU OF INVESTIGATION HEADQUARTERS BUILDING,DECATUR,GA,-84.2724365,33.6928622
GEORGIA DEPARTMENT OF COMMUNITY AFFAIRS BUILDING,ATLANTA,GA,-84.3425832,33.8268497
DEPARTMENT OF JUVENILE JUSTICE BUILDING,DECATUR,GA,-84.2518693,33.7701559
CAPITOL SQUARE BUILDING,ATLANTA,GA,-84.3880797,33.7474943
RICHARDSON AND ROBBINS BUILDING,DOVER,DE,-75.523789,39.1602791
DELAWARE DEPARTMENT OF AGRICULTURE BUILDING,DOVER,DE,-75.5369315,39.1159097
DELAWARE ECONOMIC AND DEVELOPMENT BUILDING,DOVER,DE,-75.5235663,39.1605755
INDUSTRIAL COMMISION BUILDING,PHOENIX,AZ,-112.0841306,33.4486064
KANSAS CORPORATION COMMISSION,TOPEKA,KS,-95.7562599,39.0407557
MEMORIAL HALL,TOPEKA,KS,-95.6764935,39.046499
MERIDIAN BANK BUILDING,PHOENIX,AZ,-112.0743452,33.4893926
DEPARTMENT OF PUBLIC SAFETY BUILDING,ATLANTA,GA,-84.3556342,33.7259396
CENTERGY ONE BUILDING,ATLANTA,GA,-84.3891329,33.7775196
GEORGIA DEPARTMENT OF LABOR CENTRAL OFFICES,ATLANTA,GA,-84.382816,33.75988
HERMON HOLLOWAY CAMPUS,NEW CASTLE,DE,-75.576307,39.700676
PUBLIC SAFETY BUILDING,DOVER,DE,-75.5068178,39.147847
COLORADO ARMY NATIONAL GUARD,CENTENNIAL,CO,-104.8407515,39.5921076
TWO GATEWAY CENTER,NEWARK,NJ,-74.165282,40.7354427
HSHS CENTRAL ILLINOIS BUILDING,SPRINGFIELD,IL,-89.6439184,39.8034577
GOLDSTEIN TREASURY BUILDING,ANNAPOLIS,MD,-76.4942736,38.9802445
SARATOGA STATE CENTER,BALTIMORE,MD,-76.6200928,39.2924367
WEBB BUILDING,DOVER,DE,-75.5373586,39.1728872
MILLS STATE OFFICE BUILDING,TOPEKA,KS,-95.6757138,39.0472938
NATIONAL CITY CENTER - EAST TOWER,INDIANAPOLIS,IN,-86.160203,39.76658
SAINT PAUL PLAZA,BALTIMORE,MD,-76.6142891,39.2913822
RICHMOND INTERNATIONAL AIRPORT - VIRGINIA DEPARTMENT OF AVIATION,RICHMOND,VA,-77.331049,37.513484
AMERICAN CANCER SOCIETY BUILDING,ATLANTA,GA,-84.3912985,33.7616497
GEORGIA EMERGENCY MANAGEMENT AGENCY BUILDING,ATLANTA,GA,-84.358228,33.723644
DRAKE BUILDING,ATLANTA,GA,-84.2654764,33.8687353
ILLINOIS EMERGENCY MANAGEMENT AGENCY,SPRINGFIELD,IL,-89.605167,39.778993
SPAULDING BUILDING,CONCORD,NH,-71.5432626,43.1988389
MINNESOTA DEPARTMENT OF EDUCATION,ROSEVILLE,MN,-93.161175,45.00956
VIRGINIA RACING COMMISSION,NEW KENT,VA,-77.0070237,37.4815106
JEFFREY BUILDING,ANNAPOLIS,MD,-76.489823,38.97823
MARSHALL-WYTHE SCHOOL OF LAW,WILLIAMSBURG,VA,-76.70512,37.265055
2600 BUILDING,NEWPORT NEWS,VA,-76.4306557,36.9788674
ZINCKE BUILDING,RICHMOND,VA,-77.4316944,37.5379233
MERRILL LYNCH BUILDING,RICHMOND,VA,-77.4375225,37.5386433
STATE OFFICE ANNEX BUILDING,ATLANTA,GA,-84.3896718,33.7481034
GEORGIA DEPARTMENT OF REVENUE BUILDING,ATLANTA,GA,-84.3137034,33.8470037
270 PEACHTREE,ATLANTA,GA,-84.3878599,33.7618919
HARVEY STATE OFFICE BUILDING,HARVEY,LA,-90.0711298,29.8991887
VIRGINIA WORKERS COMPENSATION COMMISSION,RICHMOND,VA,-77.4642234,37.5614035
VIRGINIA DEPARTMENT OF ALCOHOLIC BEVERAGE CONTROL,RICHMOND,VA,-77.4603682,37.5706983
HAMPTON ROADS SANITATION DISTRICT,VIRGINIA BEACH,VA,-76.186938,36.897092
VIRGINIA DEPARTMENT OF CORRECTIONS ADMINISTRATIVE HEADQUARTERS,RICHMOND,VA,-77.5249134,37.5045427
700 CENTRE,RICHMOND,VA,-77.4365839,37.5400259
COMMONWEALTH OF VIRGINIA STATE OFFICE BUILDING,RICHMOND,VA,-77.4347213,37.5402982
BOOK BINDERY BUILDING,RICHMOND,VA,-77.4632214,37.5578534
ONE CAPITAL SQUARE,RICHMOND,VA,-77.4365936,37.5387041
PHILADELPHIA STATE OFFICE BUILDING,PHILADELPHIA,PA,-75.162485,39.962172
SLIDELL STATE OFFICE BUILDING,SLIDELL,LA,-89.784,30.272388
BLUE GOOSE COMPLEX BLUE GOOSE BUILDING,LIMESTONE,ME,-67.8992523,46.9443903
PITTSBURGH STATE OFFICE BUILDING,PITTSBURGH,PA,-80.0062654,40.4406058
WORLD TRADE CENTER BUILDING,NORFOLK,VA,-76.2934198,36.846338
HEBER M WELLS BUILDING,SALT LAKE CITY,UT,-111.8860662,40.7622527
RUTLEDGE BUILDING,COLUMBIA,SC,-81.0286704,34.0017202
OREGON DEPARTMENT OF AGRICULTURE BUILDING,SALEM,OR,-123.0265426,44.9435721
SYRINGA BANK BUILDING,BOISE,ID,-116.244023,43.6156
THE GOVERNOR NELSON A ROCKEFELLER EMPIRE STATE PLAZA - CORNING TOWER,ALBANY,NY,-73.7601077,42.6489884
IDAHO DEPARTMENT OF JUVENILE CORRECTIONS BUILDING,BOISE,ID,-116.202842,43.6190858
BORAH BUILDING,BOISE,ID,-116.2012878,43.6173491
NINTH STREET OFFICE BUILDING,RICHMOND,VA,-77.434721,37.540298
JAMES MADISON BUILDING,RICHMOND,VA,-77.4317201,37.5370734
SUPREME COURT BUILDING,RICHMOND,VA,-77.4354851,37.5394348
VIRGINIA DEPARTMENT OF HISTORIC RESOURCES,RICHMOND,VA,-77.4735713,37.5579904
NATIONAL CITY CENTER - SOUTH TOWER,INDIANAPOLIS,IN,-86.160643,39.76654
TOMMY G THOMPSON COMMERCE CENTER,MADISON,WI,-89.3863226,43.0727639
STATE OF ARIZONA BUILDING,PHOENIX,AZ,-111.988442,33.4807384
FAIRMOUNT ON THIRD BUILDING,PHOENIX,AZ,-112.0690228,33.4925701
AGRICULTURE BUILDING,OKLAHOMA CITY,OK,-97.5018071,35.4981609
DENVER N DAVISON BUILDING,OKLAHOMA CITY,OK,-97.506343,35.488955
WILLIAM D LEEKE BUILDING,COLUMBIA,SC,-81.1167246,34.0673939
AIR NATIONAL GUARD BUILDING,COLUMBIA,SC,-81.115952,34.0662637
NEVADA DEPARTMENT OF MOTOR VEHICLES,CARSON CITY,NV,-119.763341,39.154439
TYLER BUILDING,RICHMOND,VA,-77.4322682,37.5361929
VIRGINIA DEPARTMENT OF GAME AND INLAND FISHERIES,RICHMOND,VA,-77.481737,37.572418
BANK OF AMERICA CENTER,RICHMOND,VA,-77.4348224,37.5369456
VIRGINIA RETIREMENT SYSTEM,RICHMOND,VA,-77.4332614,37.5366767
MONTANA FISH WILDLIFE AND PARKS BUILDING,HELENA,MT,-112.0152486,46.5870706
DAVE MANNING BUILDING,HELENA,MT,-111.992256,46.5887792
BADGER ROAD STATE OFFICE BUILDING,MADISON,WI,-89.3951238,43.0381884
10 EAST DOTY AT BLOCK 89,MADISON,WI,-89.3820645,43.0736197
LABOR AND INDUSTRIES BUILDING,SALEM,OR,-123.0304255,44.9410174
COMMERCE BUILDING,SALEM,OR,-123.026432,44.937445
OFFICE OF ATTORNEY GENERAL,OKLAHOMA CITY,OK,-97.506056,35.491597
REVENUE BUILDING,SALEM,OR,-123.0278142,44.9415353
THE GRANT SAWYER BUILDING,LAS VEGAS,NV,-115.1323189,36.1826966
BURTON M CROSS BUILDING,AUGUSTA,ME,-69.7827559,44.3073678
HARLOW BUILDING,AUGUSTA,ME,-69.7685425,44.3013524
VIRGINIA COALFIELD ECONOMIC DEVELOPMENT AUTHORITY,LEBANON,VA,-82.070757,36.902167
VIRGINIA DEPARTMENT OF SOCIAL SERVICES,RICHMOND,VA,-77.4365793,37.5389697
VIRGINIA EMPLOYMENT COMMISSION,RICHMOND,VA,-77.4380842,37.5387771
POWERS-TAYLOR BUILDING,RICHMOND,VA,-77.4331389,37.535817
VERN RIFFE CENTER,COLUMBUS,OH,-83.0005802,39.9604846
CITIZENS BUILDING,COLUMBUS,OH,-83.0012148,39.9633079
STATE LIBRARY AND ARCHIVES BUILDING,RALEIGH,NC,-78.637159,35.7828072
COURT OF APPEALS BUILDING,RALEIGH,NC,-78.639671,35.779476
NORTH CAPITOL MALL OFFICE BUILDING,SALEM,OR,-123.028,44.9447832
SUPREME COURT BUILDING,SALEM,OR,-123.0276086,44.9375062
THE DEPARTMENT OF NATURAL RESOURCES,SALT LAKE CITY,UT,-111.936605,40.772113
CHICKASAW NATION BUILDING,OKLAHOMA CITY,OK,-97.503678,35.5120422
ALCOHOLIC BEVERAGE AND LOTTERY OPERATIONS,HALLOWELL,ME,-69.7845306,44.2947697
ATTORNEY GENERALS OFFICE,CARSON CITY,NV,-119.767338,39.164329
26 EDISON,AUGUSTA,ME,-69.8178963,44.3160525
SECRETARY OF STATE ANNEX BUILDING,CARSON CITY,NV,-119.7672031,39.1647006
VIRGINIA COMMONWEALTH UNIVERSITY HEALTH SYSTEM AUTHORITY - GATEWAY BUILDING,RICHMOND,VA,-77.4302124,37.5402872
ROSE AND LAFFOON BUILDING,RICHMOND,VA,-77.435485,37.539435
DISTRICT OFFICE BUILDING,GREEN BAY,WI,-88.0119209,44.5143353
WILLIAM E POWERS BUILDING,PROVIDENCE,RI,-71.4157445,41.8329096
DEPARTMENT OF ADMINISTRATION BUILDING,RALEIGH,NC,-78.6408552,35.7829093
ALBEMARLE BUILDING,RALEIGH,NC,-78.6404361,35.7842557
CASWELL BUILDING,RALEIGH,NC,-78.6418975,35.7828969
SHORE BUILDING,RALEIGH,NC,-78.642358,35.7830572
STATE LANDS BUILDING,SALEM,OR,-123.0274823,44.945348
CENTRAL PLANT NORTH,BATON ROUGE,LA,-91.189001,30.462888
LINCOLN PLAZA,SACRAMENTO,CA,-121.5040405,38.5751466
GREGORY BATESON STATE OFFICE BUILDING,SACRAMENTO,CA,-121.4984718,38.5738743
DEPARTMENT OF EDUCATION,CARSON CITY,NV,-119.7629479,39.16161
BRYAN BUILDING,CARSON CITY,NV,-119.7634834,39.1580794
BLASDEL BUILDING,CARSON CITY,NV,-119.7656154,39.1643567
TALLAHASSEE FDLE,TALLAHASSEE,FL,-84.240529,30.460543
HERMITAGE BUILDING,TALLAHASSEE,FL,-84.2461753,30.491848
WEST COMPLEX - DOCTOR TIMOTHY T FLEMING BUILDING,SANTA FE,NM,-105.9826689,35.6591048
REVENUE BUILDING,RALEIGH,NC,-78.6380867,35.7861053
LABOR BUILDING,RALEIGH,NC,-78.6397221,35.7814486
JUSTICE BUILDING,RALEIGH,NC,-78.6386037,35.7794116
DOBBS BUILDING,RALEIGH,NC,-78.6394511,35.7862333
CALIFORNIA CONSERVATION CORPS,SACRAMENTO,CA,-121.477709,38.566666
CALIFORNIA HIGHWAY PATROL VALLEY DIVISION BUILDING,SACRAMENTO,CA,-121.4795426,38.5563962
COURT OF APPEAL FIFTH APPELLATE DISTRICT,FRESNO,CA,-119.7808549,36.7330062
STEWART FACILITY,CARSON CITY,NV,-119.7574348,39.1129776
NYE LANE BUILDING #2,CARSON CITY,NV,-119.7683823,39.1861015
"LAWRENCE E ""JAKE"" JACOBSON BUILDING",CARSON CITY,NV,-119.7413545,39.1512606
BRADLEY BUILDING,LAS VEGAS,NV,-115.1138781,36.1448112
SOUTH COMPLEX - JOHN F SIMMS JUNIOR BUILDING,SANTA FE,NM,-105.9566692,35.6724351
INTERNATIONAL TRADE CENTER,MOBILE,AL,-88.0400012,30.6972325
GORDON PERSONS BUILDING,MONTGOMERY,AL,-86.2974448,32.3783849
LURLEEN B WALLACE BUILDING,MONTGOMERY,AL,-86.3019886,32.378433
DEPARTMENT OF INSURANCE,COLUMBUS,OH,-83.061873,39.9823564
LOUISIANA STATE OFFICE BUILDING,BASTROP,LA,-91.916119,32.780064
LAFAYETTE STATE OFFICE BUILDING,LAFAYETTE,LA,-92.0170639,30.2271643
CAPITOL PLACE ONE,TRENTON,NJ,-74.7656581,40.2180556
OLD CAPITOL BUILDING,OLYMPIA,WA,-122.8995232,47.042865
HIGHWAYS LICENSES BUILDING,OLYMPIA,WA,-122.899174,47.0369269
CENTRAL COMPLEX - JERRY APODACA EDUCATION BUILDING,SANTA FE,NM,-105.9409706,35.6844217
MAINE CRIMINAL JUSTICE ACADEMY,VASSALBORO,ME,-69.6723975,44.4667769
STATE OF NEVADA PURCHASING DIVISION BUILDING,LAS VEGAS,NV,-115.154599,36.1600512
PITTSFIELD STATE OFFICE BUILDING,PITTSFIELD,MA,-73.247015,42.448151
SAINT JOSEPH STATE OFFICE BUILDING,SAINT JOSEPH,MO,-94.8537764,39.7685761
CENTER FOR COMMERCE BUILDING,MONTGOMERY,AL,-86.3030119,32.3756222
FOLSOM ADMINISTRATIVE BUILDING,MONTGOMERY,AL,-86.2993904,32.3784941
RICHARD BEARD BUILDING,MONTGOMERY,AL,-86.2731799,32.3995946
STATE OF ALABAMA CAPITOL COMPLEX,MONTGOMERY,AL,-86.3019107,32.3768814
CAPITOL COMMONS BUILDING,LANSING,MI,-84.5606892,42.7296547
VIRGINIA CENTER TECHNOLOGY PARK ONE,GLEN ALLEN,VA,-77.455933,37.667656
MICHIGAN HALL OF JUSTICE,LANSING,MI,-84.5655501,42.7336792
SAINT CHARLES BUILDING,PIERRE,SD,-100.3504953,44.368029
BOONE NATIONAL GUARD CENTER,FRANKFORT,KY,-84.899353,38.187388
WEST FRANKFORT OFFICE COMPLEX,FRANKFORT,KY,-84.897135,38.177852
BARBARA ROBERTS HUMAN SERVICES BUILDING,SALEM,OR,-123.027365,44.9427417
OLD EDUCATION BUILDING,RALEIGH,NC,-78.6405127,35.7815428
DEPARTMENT OF JUSTICE BUILDING,SACRAMENTO,CA,-121.4881814,38.5798335
DEL PASO CORPORATE CENTER,SACRAMENTO,CA,-121.518859,38.655466
DEPARTMENT OF TECHNOLOGY,SACRAMENTO,CA,-121.353409,38.563246
SOUTH TOWER,SACRAMENTO,CA,-121.4998505,38.5743233
SOCIAL SERVICES BUILDING,SPRINGFIELD,MO,-93.2916145,37.2092688
UNIVERSITY OF NORTH DAKOTA - JOHANSEN HALL,FARGO,ND,-96.8081943,46.893618
SANTEE BUILDING,COLUMBIA,SC,-81.1206741,34.0337511
SUPREME COURT BUILDING,CARSON CITY,NV,-119.765021,39.162947
STATE OF MICHIGAN BUILDING,FLINT,MI,-83.6915218,43.018589
KANSAS CITY DEPARTMENT OF LABOR AND INDUSTRIAL RELATIONS BUILDING,KANSAS CITY,MO,-94.6069824,39.0977386
NEW EDUCATION BUILDING,RALEIGH,NC,-78.6381872,35.7842515
OLD REVENUE BUILDING,RALEIGH,NC,-78.6404017,35.7800244
221 MAIN,SAN FRANCISCO,CA,-122.392136,37.7904606
RONALD REAGAN STATE BUILDING,LOS ANGELES,CA,-118.2471464,34.0495451
RIVERSIDE SUPERIOR COURT OF APPEAL,RIVERSIDE,CA,-117.3729793,33.9765135
NEVADA DEPARTMENT OF TRANSPORTATION,CARSON CITY,NV,-119.763575,39.156353
KNIGHT BUILDING,TALLAHASSEE,FL,-84.2340476,30.4195853
LAW BUILDING,GRAND RAPIDS,MI,-85.668747,42.9694657
MICHIGAN STATE LOTTERY,LANSING,MI,-84.5517958,42.7277205
REVENUE CENTER,CHARLESTON,WV,-81.632516,38.349569
MANPOWER BUILDING,LANSING,MI,-84.5467989,42.7419337
QWEST BUILDING,CHEYENNE,WY,-104.8279413,41.1755527
ZAMPIERI BUILDING,BURLINGTON,VT,-73.2138258,44.4794929
ONE EAST MAIN,MADISON,WI,-89.3824678,43.0739905
COMERICA BANK BUILDING,SAN JOSE,CA,-121.896189,37.3341278
RESOURCES BUILDING,SACRAMENTO,CA,-121.4976625,38.575547
BECKER-HANSEN BUILDING,PIERRE,SD,-100.343007,44.367808
MILL CREEK STATE OFFICE BUILDING,SAINT LOUIS,MO,-90.2160073,38.6290887
PRINCIPE DE PAZ CHURCH,SANTA FE,NM,-105.9660707,35.6574059
ANDERSON BUILDING,PIERRE,SD,-100.34641,44.365756
KNEIP BUILDING,PIERRE,SD,-100.340644,44.37084
GRAND TOWER,LANSING,MI,-84.550362,42.731445
STATE OF MICHIGAN BUILDING,GRAND RAPIDS,MI,-85.669545,42.970003
MASSACHUSETTS STATE BUILDING,SPRINGFIELD,MA,-72.5933003,42.1082024
HEALTH BUILDING,ATLANTA,GA,-84.3890775,33.7475787
ROBERT E LEE BUILDING,JACKSON,MS,-90.185619,32.302461
7TH AND FRANKLIN BUILDING,RICHMOND,VA,-77.4371949,37.5397069
CARLOS F TRUAN NATURAL RESOURCE CENTER,CORPUS CHRISTI,TX,-97.328846,27.715065
E O THOMPSON BUILDING,AUSTIN,TX,-97.7431777,30.2721029
STUDLEY BUILDING,PROVIDENCE,RI,-71.4102284,41.8233398
AOPC BUILDING,MECHANICSBURG,PA,-76.9613709,40.2034926
ROBERT G CLARK BUILDING,JACKSON,MS,-90.1854852,32.3030236
WALTER SILLERS OFFICE BUILDING,JACKSON,MS,-90.1811819,32.3050454
FOUNDRY BUILDING,PROVIDENCE,RI,-71.4192542,41.8286431
RHODE ISLAND STATE OFFICE BUILDING,PROVIDENCE,RI,-71.4147307,41.8321479
BROOKLYN CIVIL COURTHOUSE,BROOKLYN,NY,-73.988141,40.6908131
NEW YORK STATE SUPREME COURT,NEW YORK,NY,-74.0017069,40.7143263
STEPHEN F AUSTIN BUILDING,AUSTIN,TX,-97.7393609,30.2792189
CENTRAL COMPLEX - JOSEPH HALPIN RECORDS CENTER,SANTA FE,NM,-105.9461128,35.6847291
WISCONSIN STATE AGRICULTURE BUILDING,MADISON,WI,-89.2885085,43.0604983
HILL FARMS STATE HYGIENE LABORATORY,MADISON,WI,-89.2920026,43.06006
STRAWBERRY SQUARE - HARRISTOWN BUILDING 2,HARRISBURG,PA,-76.8798238,40.2614295
MARKET SQUARE PLAZA,HARRISBURG,PA,-76.8826034,40.2605295
FRANK J LICHT JUDICIAL COMPLEX,PROVIDENCE,RI,-71.4070677,41.8254761
THE EMERALD TOWER,SACRAMENTO,CA,-121.5039777,38.5786765
US BANK BUILDING,MADISON,WI,-89.382219,43.075772
DEPARTMENT OF AGRICULTURE BUILDING,BATON ROUGE,LA,-91.1302219,30.4529237
123 WILLIAM,NEW YORK,NY,-74.0071528,40.7092894
STATE OFFICE BUILDING,UTICA,NY,-75.2320603,43.1008281
CAPITAL VIEW OFFICE PARK,RENSSELAER,NY,-73.7444137,42.639479
LINCOLN BATHS BUILDING,SARATOGA SPRINGS,NY,-73.79043,43.064636
BROMFIELD BUILDING,REYNOLDSBURG,OH,-82.7583707,39.9551192
COURT OF APPEALS BUILDING,JACKSON,MS,-90.1786867,32.306312
HEBER LADNER BUILDING,JACKSON,MS,-90.182129,32.302493
CARROLL GARTIN JUSTICE BUILDING,JACKSON,MS,-90.1824187,32.3052892
MISSISSIPPI DEPARTMENT OF AGRICULTURE,JACKSON,MS,-90.1779622,32.3003834
ALABAMA EMERGENCY MANAGEMENT AGENCY EMERGENCY OPERATIONS CENTER,CLANTON,AL,-86.5684577,32.7973131
THIRD DISTRICT COURT OF APPEAL,MIAMI,FL,-80.3831585,25.7480456
ALABAMA DEPARTMENT OF ARCHIVES AND HISTORY BUILDING,MONTGOMERY,AL,-86.3004203,32.3757367
CENTRAL MAIN COMMERCE CENTER BUILDING,AUGUSTA,ME,-69.8013121,44.3666239
PAUL BARDACKE COMPLEX - VILLAGRA BUILDING,SANTA FE,NM,-105.9430481,35.6837949
GOVERNMENT PLAZA - EDWIN L CRAWFORD BUILDING,BINGHAMTON,NY,-75.911146,42.095841
EASTLAND COUNTY COURTHOUSE,EASTLAND,TX,-98.8185124,32.4013936
EL PASO COUNTY COURTHOUSE,EL PASO,TX,-106.4839269,31.7583314
MISSISSIPPI DEPARTMENT OF PUBLIC SAFETY,JACKSON,MS,-90.162245,32.328054
SCITUATE BARRACKS,NORTH SCITUATE,RI,-71.604712,41.832709
FORUM BUILDING,HARRISBURG,PA,-76.8805785,40.2646824
STATE PLANNING OFFICE BUILDING,AUGUSTA,ME,-69.7807587,44.3087555
JOHN C CALHOUN BUILDING,COLUMBIA,SC,-81.0314729,33.9998031
HIGHWAY SAFETY BUILDING,CHEYENNE,WY,-104.8418612,41.1661334
ERIE COUNTY COURTHOUSE,BUFFALO,NY,-78.8779169,42.8841916
DONAVAN STATE OFFICE BUILDING,BUFFALO,NY,-78.8761784,42.8780771
DULLES STATE OFFICE BUILDING,WATERTOWN,NY,-75.910681,43.971631
ALFRED E SMITH STATE OFFICE BUILDING,ALBANY,NY,-73.7598542,42.653948
CAPITAL AREA HUMAN SERVICE DISTRICT,BATON ROUGE,LA,-91.1419701,30.4448125
NEW MEXICO COURT OF APPEALS BUILDING,ALBUQUERQUE,NM,-106.619707,35.092536
THE EXECUTIVE HOUSE,HARRISBURG,PA,-76.8795894,40.2587888
CAPITAL ASSOCIATES BUILDING,HARRISBURG,PA,-76.8812865,40.2690133
PENNSYLVANIA STATE POLICE DEPARTMENTAL HEADQUARTERS,HARRISBURG,PA,-76.8593005,40.2975337
NATIONAL GUARD BUILDING,CRANSTON,RI,-71.4689648,41.7483274
BARRETT BUILDING,CHEYENNE,WY,-104.8177068,41.1395597
ARCH FORD EDUCATION BUILDING,LITTLE ROCK,AR,-92.2913458,34.7461888
ARKANSAS DEPARTMENT OF HEALTH,LITTLE ROCK,AR,-92.3265237,34.7511342
IDAHO BUREAU OF HOMELAND SECURITY BUILDING 600-DOD,BOISE,ID,-116.231741,43.55789
STEUBEN PLACE,ALBANY,NY,-73.751838,42.651688
IDAHO FISH AND GAME HEADQUARTERS,BOISE,ID,-116.1862405,43.6019449
STATE OF NEW YORK COURT OF APPEALS BUILDING,ALBANY,NY,-73.7538578,42.6522721
NEW MEXICO LOTTERY BUILDING,ALBUQUERQUE,NM,-106.5904174,35.1561177
CANNON BUILDING,PROVIDENCE,RI,-71.4145933,41.8334627
RACHEL CARSON STATE OFFICE BUILDING,HARRISBURG,PA,-76.8796467,40.2624387
STRAWBERRY SQUARE - HARRISTOWN BUILDING 1,HARRISBURG,PA,-76.8813072,40.2621759
RHODE ISLAND DEPARTMENT OF THE ATTORNEY GENERAL,PROVIDENCE,RI,-71.4063467,41.8241999
HANSEN BUILDING,CHEYENNE,WY,-104.818125,41.1423243
EMERSON BUILDING,CHEYENNE,WY,-104.8174229,41.136876
EAST CAPITOL BUILDING,LITTLE ROCK,AR,-92.2707737,34.7438095
ARMY NATIONAL GUARD BUILDING,PHOENIX,AZ,-111.9691419,33.4667032
ALCOHOLIC BEVERAGE CONTROL BOARD-DOD,MONTGOMERY,AL,-86.238529,32.401084
