Name,City,State,Longitude,Latitude
NORFOLK REGIONAL CENTER,NORFOLK,NE,-97.38426911,42.05069795
CHI HEALTH ST MARY'S,NEBRASKA CITY,NE,-95.86239282,40.6799737
FAITH REGIONAL HEALTH SERVICES,NORFOLK,NE,-97.45268418,42.03389283
FAITH REGIONAL HEALTH SERVICES EAST CAMPUS,NORFOLK,NE,-97.43103267,42.03435234
GREAT PLAINS REGIONAL MEDICAL CENTER,NORTH PLATTE,NE,-100.7699743,41.12173395
ST JOSEPH'S HOSPITAL AND HEALTH CENTER,DICKINSON,ND,-102.8205504,46.88907589
ST. LUKE'S REHABILITATION,BOISE,ID,-116.1915765,43.61558765
ST. LUKE'S MERIDIAN MEDICAL CENTER,MERIDIAN,ID,-116.3526083,43.59969652
ST. LUKE'S REGIONAL MEDICAL CENTER,BOISE,ID,-116.1924492,43.61256538
VIBRA HOSPITAL OF BOISE,MERIDIAN,ID,-116.3586157,43.58594689
CAROLINAS HEALTHCARE SYSTEM UNION,MONROE,NC,-80.52284241,34.97570679
WAKEMED NORTH,RALEIGH,NC,-78.59783739,35.90908232
VIBRA HOSPITAL OF FORT WAYNE,FORT WAYNE,IN,-85.11021903,41.09617146
ALTRU SPECIALTY HOSPITAL,GRAND FORKS,ND,-97.04744399,47.87696081
PEMBINA COUNTY MEMORIAL HOSPITAL,CAVALIER,ND,-97.61871696,48.7925461
SANFORD MEDICAL CENTER FARGO,FARGO,ND,-96.87577895,46.8452189
LOGANSPORT STATE HOSPITAL,LOGANSPORT,IN,-86.40061387,40.74169664
SANFORD TRANSPLANT CENTER,FARGO,ND,-96.788422,46.884298
COMMUNITY HOSPITAL ONAGA LTCU,ST MARYS,KS,-96.06110542,39.18859027
ALLEN COUNTY REGIONAL HOSPITAL,IOLA,KS,-95.39173385,37.94879933
ST. LUKE'S WOOD RIVER MEDICAL CENTER,KETCHUM,ID,-114.350021,43.64832025
NELL J. REDFIELD MEMORIAL HOSPITAL,MALAD CITY,ID,-112.2503325,42.18941981
COFFEY COUNTY HOSPITAL LTCU,WAVERLY,KS,-95.59962994,38.38818202
GRISELL MEMORIAL HOSPITAL LTCU,RANSOM,KS,-99.93124705,38.63600977
UNIVERSITY OF TEXAS MEDICAL BRANCH HOSPITAL,GALVESTON,TX,-94.77715943,29.31120096
LAKE GRANBURY MEDICAL CENTER,GREENVILLE,TX,-97.8038485,32.43248931
LIMESTONE MEDICAL CENTER,HAMLIN,TX,-96.53121111,31.53271119
CENTER FOR CHANGE,OREM,UT,-111.7084276,40.32993455
BLUE MOUNTAIN HOSPITAL,BLANDING,UT,-109.4824861,37.61306643
LDS HOSPITAL,SALT LAKE CITY,UT,-111.8798219,40.77822379
CHEROKEE NATION W. W. HASTINGS HOSPITAL,TAHLEQUAH,OK,-94.9505388,35.91183147
LAWTON HOSPITAL,LAWTON,OK,-98.38424195,34.62759832
HOLLY HILL HOSPITAL,RALEIGH,NC,-78.58392113,35.78277375
KIOWA DISTRICT HOSPITAL,KIOWA,KS,-98.48857262,37.00769961
MEMORIAL HERMANN SOUTHWEST HOSPITAL,HOUSTON,TX,-95.52115311,29.69271807
MS BAND OF CHOCTAW HOSPITAL,CHOCTAW,MS,-89.23075186,32.7823732
CHICKASAW NATION MEDICAL CENTER,ADA,OK,-96.64541977,34.73116768
ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,ZUNI,NM,-108.7911268,35.08720767
CYPRESS FAIRBANKS MEDICAL CENTER,HOUSTON,TX,-95.58969896,29.92712973
CHOCTAW NATION INDIAN HOSPITAL (TALIHINA),TALIHINA,OK,-95.08413084,34.75548842
CLAREMORE HOSPITAL,CLAREMORE,OK,-95.6292859,36.31610206
ROSEBUD HOSPITAL,ROSEBUD,SD,-100.8506097,43.25674297
PINE RIDGE HOSPITAL,PINE RIDGE,SD,-102.5412902,43.02367851
WINNEBAGO HOSPITAL,WINNEBAGO,NE,-96.47063294,42.2325136
BLACKFEET COMMUNITY HOSPITAL,BROWNING,MT,-113.0197302,48.5656912
IRWIN ARMY COMMUNITY HOSPITAL,FORT RILEY,KS,-96.77244571,39.07919232
NAVAL HOSPITAL BEAUFORT,BEAUFORT,SC,-80.68227993,32.3894647
NAVAL MEDICAL CENTER PORTSMOUTH,PORTSMOUTH,VA,-76.30576791,36.84541393
99TH MEDICAL GROUP - MIKE O'CALLAGHAN FEDERAL MEDICAL CENTER,NELLIS AFB,NV,-115.0492819,36.24602701
NAVAL HOSPITAL PENSACOLA,PENSACOLA,FL,-87.29861569,30.39856995
88TH MEDICAL GROUP - WRIGHT-PATTERSON AIR FORCE BASE MEDICAL CENTER,WRIGHT PATTERSON AFB,OH,-84.03740713,39.80534785
REYNOLDS ARMY COMMUNITY HOSPITAL,FORT SILL,OK,-98.41460698,34.6523867
FORT BELVOIR COMMUNITY HOSPITAL,FORT BELVOIR,VA,-77.14368028,38.70560252
MONCRIEF ARMY COMMUNITY HOSPITAL,FORT JACKSON,SC,-80.93778994,34.01192613
FORT LEONARD WOOD ARMY COMMUNITY HOSPITAL,FORT LEONARD WOOD,MO,-92.11483258,37.76616456
STRATEGIC BEHAVIORAL CENTER GARNER,GARNER,NC,-78.56140828,35.67803419
KINDRED HOSPITAL - TARRANT COUNTY,ARLINGTON,TX,-97.11406781,32.75055987
VA MEDICAL CENTER - NEWINGTON CAMPUS,NEWINGTON,CT,-72.74061649,41.70168559
JAMES A. HALEY VETERANS' HOSPITAL PRIMARY CARE ANNEX,TAMPA,FL,-82.35733765,28.07039609
VA MEDICAL CENTER - FORT WAYNE CAMPUS,FORT WAYNE,IN,-85.10951788,41.09078646
ROBERT J. DOLE VA MEDICAL CENTER,WICHITA,KS,-97.27464126,37.6812338
RICHARD L. ROUDEBUSH VA MEDICAL CENTER,INDIANAPOLIS,IN,-86.18716442,39.77846306
"VA MEDICAL CENTER - MARION, IN",MARION,IN,-85.63826841,40.5204615
VA MEDICAL CENTER - BROCKTON DIVISION,BROCKTON,MA,-71.05393559,42.06302243
VA CENTRAL WESTERN MASSACHUSETTS HEALTHCARE SYSTEM,NORTHAMPTON,MA,-72.68244039,42.34953083
VA MEDICAL CENTER - WEST ROXBURY DIVISION,WEST ROXBURY,MA,-71.17169802,42.2746273
CAPTAIN JAMES A. LOVELL FEDERAL HEALTH CARE CENTER,NORTH CHICAGO,IL,-87.86051071,42.30704823
UNC HOSPITALS AT WAKEBROOK,RALEIGH,NC,-78.58179865,35.78289748
COLMERY-O'NEIL VA MEDICAL CENTER,TOPEKA,KS,-95.72279545,39.02623218
DWIGHT D. EISENHOWER VA MEDICAL CENTER,LEAVENWORTH,KS,-94.89383569,39.27939624
SAINT JOSEPHS HOSPITAL AND MEDICAL CENTER,PATERSON,NJ,-74.16570442,40.90283445
KINDRED HOSPITAL HOUSTON MEDICAL CENTER,HOUSTON,TX,-95.39917023,29.71285043
LAMB HEALTHCARE CENTER,LITTLEFIELD,TX,-102.3442949,33.91170687
BAYSHORE MEDICAL CENTER,HOLMDEL,NJ,-74.19168432,40.40516141
VA MEDICAL CENTER - KANSAS CITY,KANSAS CITY,MO,-94.5264144,39.0640641
VA MEDICAL CENTER - MANCHESTER,MANCHESTER,NH,-71.44086704,43.01235803
RAYMOND G. MURPHY VA MEDICAL CENTER,ALBUQUERQUE,NM,-106.5817674,35.05516799
VA MEDICAL CENTER - LYONS CAMPUS,LYONS,NJ,-74.5575506,40.66859853
VA MEDICAL CENTER - OMAHA,OMAHA,NE,-95.9743765,41.24253129
HUDSON REGIONAL HOSPITAL,SECAUCUS,NJ,-74.07323651,40.79183031
ALEDA E. LUTZ VA MEDICAL CENTER,SAGINAW,MI,-83.96202358,43.44479571
G.V. (SONNY) MONTGOMERY VA MEDICAL CENTER,JACKSON,MS,-90.16732631,32.32789016
VA MEDICAL CENTER - FORT MEADE CAMPUS,FORT MEADE,SD,-103.4718151,44.41267726
VA MEDICAL CENTER - WHITE RIVER JUNCTION,WHITE RIVER JUNCTION,VT,-72.34253657,43.64849322
CHALMERS P. WYLIE VA AMBULATORY CARE CENTER,COLUMBUS,OH,-82.90958494,39.9808247
GULF COAST VETERANS HEALTH CARE SYSTEM,BILOXI,MS,-88.94195402,30.41511432
VA MEDICAL CENTER AND AMBULATORY CARE CLINIC,FORT HARRISON,MT,-112.1017865,46.61866261
MAYO CLINIC HOSPITAL METHODIST CAMPUS,ROCHESTER,MN,-92.46583322,44.02395962
ESSENTIA HEALTH VIRGINIA,VIRGINIA,MN,-92.5485476,47.53186339
SHAWNEE MISSION PRAIRIE STAR,LENEXA,KS,-94.85686876,38.95564679
EDWARD PLAINFIELD,PLAINFIELD,IL,-88.21737981,41.65282059
BEATRICE COMMUNITY HOSPITAL,BEATRICE,NE,-96.74972061,40.31614637
VIA CHRISTI HOSPITAL ST. JOSEPH,WICHITA,KS,-97.29259655,37.66615812
ST. ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,LAS VEGAS,NV,-115.27202,36.05733944
HUNTER HOLMES MCGUIRE VA MEDICAL CENTER,RICHMOND,VA,-77.46768488,37.49807429
VA MEDICAL CENTER - CHEYENNE,CHEYENNE,WY,-104.7855322,41.14828213
GEORGE E. WAHLEN DEPARTMENT OF VETERANS AFFAIRS MEDICAL CENTER,SALT LAKE CITY,UT,-111.840554,40.75739725
VA MEDICAL CENTER - VANCOUVER CAMPUS,VANCOUVER,WA,-122.6572493,45.63663819
PARSONS STATE HOSPITAL,PARSONS,KS,-95.28054226,37.35126304
CINCINNATI CHILDREN'S LIBERTY,MIDDLETOWN,OH,-84.36794409,39.37657725
SAINT FRANCIS HOSPITAL MEMPHIS,MEMPHIS,TN,-89.86487519,35.09820503
MERIT HEALTH MADISON,CANTON,MS,-90.08319563,32.58137191
OU MEDICAL CENTER EDMOND-ER,EDMOND,OK,-97.4615103,35.65465832
NORMAN REGIONAL HEALTHPLEX,NORMAN,OK,-97.48953346,35.25959361
PLUM CREEK SPECIALTY HOSPITAL,AMARILLO,TX,-101.9022048,35.218499
IU HEALTH UNIVERSITY HOSPITAL,INDIANAPOLIS,IN,-86.17656162,39.77528333
RILEY HOSPITAL FOR CHILDREN,INDIANAPOLIS,IN,-86.18027646,39.77710774
MT CARMEL EAST HOSPITAL,COLUMBUS,OH,-82.84330783,39.97691933
SOUTHVIEW HOSPITAL,DAYTON,OH,-84.20342017,39.63539661
TRINITY MEDICAL CENTER WEST-ER,STEUBENVILLE,OH,-80.6590339,40.36777411
AKRON CHILDREN'S HOSP BEEGHLY,BOARDMAN,OH,-80.66048104,41.03255484
VIBRA HOSPITAL OF AMARILLO,AMARILLO,TX,-101.9266926,35.194149
BETHESDA ARROW SPRINGS-ER,LEBANON,OH,-84.20942755,39.39522296
METHODIST HOSPITAL-SOUTHLAKE,MERRILLVILLE,IN,-87.3329309,41.45837283
WARD MEMORIAL HOSPITAL,MONAHANS,TX,-102.8831868,31.59378429
CONTINUECARE HOSPITAL AT HENDRICK MEDICAL CENTER,ABILENE,TX,-99.73327938,32.47234716
TEXAS NEUROREHAB CENTER,AUSTIN,TX,-97.80737637,30.18930118
CORNERSTONE HOSPITAL OF AUSTIN,AUSTIN,TX,-97.7432915,30.31182625
CHRISTUS DUBUIS HOSPITAL OF BEAUMONT,BEAUMONT,TX,-94.13292786,30.08725677
CHRISTUS DUBUIS HOSPITAL OF BEAUMONT SOUTH,BEAUMONT,TX,-94.12531493,30.06953533
SELECT SPECIALTY HOSPITAL - DALLAS,CARROLLTON,TX,-96.86485975,33.04566135
OVERLOOK MEDICAL CENTER,UNION,NJ,-74.26565452,40.67481574
CORNERSTONE HOSPITAL CONROE,CONROE,TX,-95.46559063,30.28203591
SAINT ALPHONSUS EAGLE HEALTH PLZ-ER,EAGLE,ID,-116.3506934,43.6889546
OLYMPIC MEDICAL CENTER,PORT ANGELES,WA,-123.1111959,48.08955335
EAST TEXAS MEDICAL CENTER - QUITMAN,QUITMAN,TX,-95.44291819,32.79706946
HARDEMAN COUNTY MEMORIAL HOSPITAL,QUANAH,TX,-99.74154846,34.29619436
ROUND ROCK MEDICAL CENTER,ROUND ROCK,TX,-97.7136084,30.51110777
TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,ROCKWALL,TX,-96.46622551,32.8842895
PAM SPECIALTY HOSPITAL OF CORPUS CHRISTI NORTH,CORPUS CHRISTI,TX,-97.39474791,27.77782005
TEXAS CENTER FOR INFECTIOUS DISEASE,SAN ANTONIO,TX,-98.4567103,29.35410452
BAYLOR SPECIALTY HOSPITAL,DALLAS,TX,-96.78160751,32.79182316
LIFECARE HOSPITALS OF DALLAS,DALLAS,TX,-96.84885029,32.81724044
KINDRED HOSPITAL DALLAS CENTRAL,DALLAS,TX,-96.76738833,32.8868949
INTEGRITY TRANSITIONAL HOSPITAL,DENTON,TX,-97.08712045,33.17439097
MESA HILL SPECIALTY HOSPITAL,EL PASO,TX,-106.5022513,31.77347373
MEMORIAL HOSPITAL,SEMINOLE,TX,-102.6548789,32.72162797
SHAMROCK GENERAL HOSPITAL,SHAMROCK,TX,-100.2481194,35.1989674
KINDRED HOSPITAL EL PASO,EL PASO,TX,-106.4772989,31.77862724
EL PASO LTAC HOSPITAL,EL PASO,TX,-106.4743254,31.78368543
LIFECARE HOSPITALS OF FORT WORTH,FORT WORTH,TX,-97.42120446,32.67905415
TEXAS HEALTH SPECIALTY HOSPITAL FORT WORTH,FORT WORTH,TX,-97.33988601,32.73670911
KINDRED HOSPITAL - TARRANT COUNTY - FORT WORTH SOUTHWEST,FORT WORTH,TX,-97.42370538,32.665697
KINDRED HOSPITAL - FORT WORTH,FORT WORTH,TX,-97.34335383,32.73577378
HANSFORD COUNTY HOSPITAL,SPEARMAN,TX,-101.1996141,36.19027677
BAYLOR SCOTT & WHITE SURGICAL HOSPITAL AT SHERMAN,SHERMAN,TX,-96.60185221,33.67663535
BAYLOR SCOTT & WHITE HOSPITAL - TAYLOR,TAYLOR,TX,-97.41538166,30.59094376
CHRISTUS MOTHER FRANCES HOSPITAL - SULPHUR SPRINGS,SULPHUR SPRINGS,TX,-95.60014471,33.15762802
ROLLING PLAINS MEMORIAL HOSPITAL,SWEETWATER,TX,-100.3973167,32.45321238
SOLARA HOSPITAL HARLINGEN,HARLINGEN,TX,-97.67274526,26.15982657
UNIVERSITY OF TEXAS HEALTH CENTER - TYLER,TYLER,TX,-95.21342841,32.42595009
KINDRED HOSPITAL HOUSTON NORTHWEST,HOUSTON,TX,-95.58824613,29.92440962
PINE VALLEY SPECIALTY HOSPITAL,HOUSTON,TX,-95.31759658,29.69473891
PLAZA SPECIALTY HOSPITAL,HOUSTON,TX,-95.38702269,29.72323923
ICON HOSPITAL,HUMBLE,TX,-95.27622266,29.99867547
HOUSTON METHODIST ST. CATHERINE HOSPITAL,KATY,TX,-95.71684416,29.77679705
LAREDO SPECIALTY HOSPITAL,LAREDO,TX,-99.47363697,27.53352938
COVENANT SPECIALTY HOSPITAL,LUBBOCK,TX,-101.8970615,33.5766576
CHI ST LUKES HEALTH MEMORIAL SPECIALTY HOSPITAL,LUFKIN,TX,-94.74084706,31.33628998
PAM SPECIALTY HOSPITAL OF LULING,LULING,TX,-97.6550844,29.67408592
KINDRED HOSPITAL - MANSFIELD,MANSFIELD,TX,-97.14435357,32.59903863
SOLARA HOSPITAL MCALLEN,MCALLEN,TX,-98.22582022,26.18672847
MESQUITE SPECIALTY HOSPITAL,MESQUITE,TX,-96.5986591,32.77813391
UNITED REGIONAL HEALTH CARE SYSTEM,WICHITA FALLS,TX,-98.50198079,33.90243058
PAM SPECIALITY HOSPITAL OF NEW BRAUNFELS,NEW BRAUNFELS,TX,-98.10274189,29.72926937
MID-JEFFERSON EXTENDED CARE HOSPITAL,NEDERLAND,TX,-93.98687658,29.95559858
DUBUIS HOSPITAL OF PARIS,PARIS,TX,-95.54823349,33.68784764
KINDRED HOSPITAL BAY AREA,PASADENA,TX,-95.16043245,29.63733556
PLANO SPECIALTY HOSPITAL,PLANO,TX,-96.76907374,33.02123751
LIFECARE HOSPITALS OF PLANO,PLANO,TX,-96.79511498,33.06549105
KINDRED HOSPITAL - SAN ANTONIO,SAN ANTONIO,TX,-98.55637881,29.52248579
KINDRED HOSPITAL - SAN ANTONIO CENTRAL,SAN ANTONIO,TX,-98.49220974,29.43297807
NEXUS SPECIALTY HOSPITAL-SHENANDOAH CAMPUS,SHENANDOAH,TX,-95.46018014,30.18874977
CARRUS SPECIALTY HOSPITAL,SHERMAN,TX,-96.63438619,33.66972557
KINDRED HOSPITAL SUGAR LAND,SUGAR LAND,TX,-95.63826118,29.60023248
ATRIUM MEDICAL CENTER,STAFFORD,TX,-95.58827701,29.64684751
EAST TEXAS MEDICAL CENTER SPECIALTY HOSPITAL,TYLER,TX,-95.29103688,32.33835568
TYLER CONTINUE CARE HOSPITAL,TYLER,TX,-95.29085002,32.34262743
PAM SPECIALTY HOSPITAL OF VICTORIA SOUTH,VICTORIA,TX,-96.99883805,28.80798268
PAM SPECIALTY HOSPITAL OF VICTORIA NORTH,VICTORIA,TX,-97.02196107,28.85499709
CORNERSTONE HOSPITAL OF HOUSTON - CLEAR LAKE,WEBSTER,TX,-95.12982931,29.5374055
WILLIAM P. CLEMENTS JR. UNIVERSITY HOSPITAL,DALLAS,TX,-96.84883749,32.81896722
PROMISE HOSPITAL OF DALLAS,DALLAS,TX,-96.86203847,32.83258117
KINDRED HOSPITAL - WHITE ROCK,DALLAS,TX,-96.70583767,32.83448662
EL PASO CHILDREN'S HOSPITAL,EL PASO,TX,-106.433795,31.7715012
METHODIST SOUTHLAKE HOSPITAL,SOUTHLAKE,TX,-97.14523798,32.9571804
CONTINUECARE HOSPITAL OF MIDLAND,MIDLAND,TX,-102.1350549,32.00436321
CORNERSTONE HOSPITAL - MEDICAL CENTER,HOUSTON,TX,-95.38250516,29.7186698
BAYLOR SCOTT & WHITE CONTINUING CARE HOSPITAL,TEMPLE,TX,-97.39929271,31.11828493
VIBRA SPECIALTY HOSPITAL,DE SOTO,TX,-96.88347894,32.64465296
PAM SPECIALTY HOSPITAL OF TEXARKANA SOUTH,TEXARKANA,TX,-94.04734159,33.42908549
"SOLARA HOSPITAL HARLINGEN, BROWNSVILLE CAMPUS",BROWNSVILLE,TX,-97.50988921,25.97380934
SELECT SPECIALTY HOSPITAL - DALLAS (DOWNTOWN),DALLAS,TX,-96.78029041,32.79026509
SELECT SPECIALTY HOSPITAL - DALLAS (GARLAND),GARLAND,TX,-96.66137745,32.91934267
VIBRA HOSPITAL OF RICHARDSON,RICHARDSON,TX,-96.72711984,32.97413807
ATRIUM MEDICAL CENTER,DENTON,TX,-97.08674805,33.17414683
PARIS REGIONAL MEDICAL CENTER - NORTH CAMPUS,PARIS,TX,-95.54760763,33.68773479
SPRING EXCELLENCE SURGICAL HOSPITAL LLC,SPRING,TX,-95.51194911,30.07097555
DIGINITY HEALTH-ST.ROSE DOMINICAN BLUE DAIMOND CAMPUS,LAS VAGAS,NV,-115.207116,36.032117
CONTINUECARE HOSPITAL AT MEDICAL CENTER ODESSA,ODESSA,TX,-102.3738874,31.84545145
CORNERSTONE HOSPITAL HOUSTON - BELLAIRE,HOUSTON,TX,-95.47391583,29.7079608
KINDRED HOSPITAL CLEAR LAKE,WEBSTER,TX,-95.12770807,29.5436648
KINDRED HOSPITAL SPRING,HOUSTON,TX,-95.43561118,30.02528619
KINDRED HOSPITAL THE HEIGHTS,HOUSTON,TX,-95.43113267,29.80926039
KINDRED HOSPITAL TOMBALL,TOMBALL,TX,-95.61982896,30.08793464
SOLARA HOSPITAL MCALLEN - EDINBURG,EDINBURG,TX,-98.20081327,26.26404819
NEXUS SPECIALTY HOSPITAL - THE WOODLANDS,THE WOODLANDS,TX,-95.46065947,30.17237239
CORNERSTONE HOSPITAL AUSTIN - ROUND ROCK,ROUND ROCK,TX,-97.65766151,30.56646678
CARL R. DARNALL ARMY MEDICAL CENTER,FORT HOOD,TX,-97.7742904,31.13090553
BROOKE ARMY MEDICAL CENTER,FORT SAM HOUSTON,TX,-98.41559126,29.46009598
AUSTIN VA OUTPATIENT CLINIC,AUSTIN,TX,-97.69028874,30.20581604
THE CORPUS CHRISTI MEDICAL CENTER - DOCTORS REGIONAL,CORPUS CHRISTI,TX,-97.38919228,27.75277054
MULESHOE AREA MEDICAL CENTER,MULESHOE,TX,-102.728677,34.2212693
BAYLOR SCOTT & WHITE MCLANE CHILDREN'S MEDICAL CENTER,TEMPLE,TX,-97.37546506,31.07254989
METROPLEX HOSPITAL,KILLEEN,TX,-97.80167081,31.11344991
CHRISTUS SPOHN HOSPITAL BEEVILLE,BEEVILLE,TX,-97.73154412,28.40742754
SETON MEDICAL CENTER HARKER HEIGHTS,HARKER HEIGHTS,TX,-97.68292543,31.07260368
THOMAS E. CREEK VA MEDICAL CENTER,AMARILLO,TX,-101.906694,35.20367399
ACUITY HOSPITAL OF SOUTH TEXAS,SAN ANTONIO,TX,-98.49305967,29.43763615
BAPTIST EMERGENCY HOSPITAL - THOUSAND OAKS,SAN ANTONIO,TX,-98.47345927,29.58772294
WEIMAR MEDICAL CENTER,WEIMAR,TX,-96.78813415,29.69450237
BAPTIST EMERGENCY HOSPITAL - WESTOVER HILLS,SAN ANTONIO,TX,-98.68991382,29.46171808
CHILDREN'S HOSPITAL OF SAN ANTONIO,SAN ANTONIO,TX,-98.49837581,29.42803731
CHRISTUS SANTA ROSA - MEDICAL CENTER,SAN ANTONIO,TX,-98.59013727,29.51281257
CHRISTUS SANTA ROSA HOSPITAL - ALAMO HEIGHTS,SAN ANTONIO,TX,-98.47604764,29.50580177
CHRISTUS SANTA ROSA HOSPITAL - WESTOVER HILLS,SAN ANTONIO,TX,-98.69591046,29.46673399
BAPTIST MEDICAL CENTER,SAN ANTONIO,TX,-98.49264078,29.43358894
LIFECARE HOSPITALS OF SAN ANTONIO,SAN ANTONIO,TX,-98.5896663,29.52660024
NIX HEALTH CARE SYSTEM,SAN ANTONIO,TX,-98.489416,29.42567199
AUSTIN STATE HOSPITAL,AUSTIN,TX,-97.73510746,30.30911532
OCEANS BEHAVIORAL HOSPITAL OF ABILENE,ABILENE,TX,-99.73936666,32.39999454
SETON SHOAL CREEK HOSPITAL,AUSTIN,TX,-97.74839994,30.30592149
AUSTIN LAKES HOSPITAL,AUSTIN,TX,-97.72434617,30.28852104
MILLWOOD HOSPITAL,ARLINGTON,TX,-97.11322999,32.75085193
CEDAR CREST HOSPITAL,BELTON,TX,-97.47680697,31.02135915
BIG SPRING STATE HOSPITAL,BIG SPRING,TX,-101.4979116,32.27052408
ASPIRE BEHAVIORAL HEALTH OF CONROE,CONROE,TX,-95.48004261,30.28457402
BAYVIEW BEHAVIORAL HOSPITAL,CORPUS CHRISTI,TX,-97.36048279,27.68009299
HICKORY TRAIL HOSPITAL,DE SOTO,TX,-96.86491473,32.62823893
UNIVERSITY BEHAVIORAL HEALTH OF DENTON,DENTON,TX,-97.15644671,33.2312854
MAYHILL HOSPITAL,DENTON,TX,-97.08682238,33.17579219
EL PASO PSYCHIATRIC CENTER,EL PASO,TX,-106.436115,31.77205182
EL PASO BEHAVIORAL HEALTH SYSTEM,EL PASO,TX,-106.4759534,31.7803651
GLEN OAKS HOSPITAL,GREENVILLE,TX,-96.08228748,33.12369603
RIO GRANDE STATE CENTER,HARLINGEN,TX,-97.70704055,26.16067855
RIVERSIDE GENERAL HOSPITAL,HOUSTON,TX,-95.36085286,29.73091893
HARRIS COUNTY PSYCHIATRIC CENTER,HOUSTON,TX,-95.37442375,29.71201681
WEST OAKS HOSPITAL.,HOUSTON,TX,-95.498084,29.70925137
INTRACARE NORTH HOSPITAL,HOUSTON,TX,-95.44027493,30.02365626
CYPRESS CREEK HOSPITAL,HOUSTON,TX,-95.44534571,30.0245794
SUN BEHAVIORAL HOUSTON,HOUSTON,TX,-95.40108121,29.69058843
RECOVERY INNOVATIONS - RECOVERY RESPONSE CENTER,HOUSTON,TX,-95.44992884,30.02680386
HOUSTON BEHAVIORAL HEALTHCARE HOSPITAL LLC,HOUSTON,TX,-95.54631033,29.82342556
BEHAVIORAL HOSPITAL OF BELLAIRE,HOUSTON,TX,-95.47341614,29.70798221
KERRVILLE STATE HOSPITAL,KERRVILLE,TX,-99.15625399,30.04685502
KINGWOOD PINES HOSPITAL,KINGWOOD,TX,-95.22998414,30.04449762
