Name,City,State,Latitude,Longitude
TAMPA INTERNATIONAL,TAMPA,FL,27.975472221960466,-82.53324999987473
TRENTON MERCER,TRENTON,NJ,40.27669444424771,-74.8134722217327
TULSA INTERNATIONAL,TULSA,OK,36.198388889080455,-95.88811111095187
TUCSON INTERNATIONAL,TUCSON,AZ,32.11606916668756,-110.94101388888349
TEXARKANA RGNL WEBB FLD,TEXARKANA,AR,33.45372222162944,-93.99102777814919
TYLER POUNDS RGNL,TYLER,TX,32.35355555569091,-95.40297222183955
MC GHEE TYSON,KNOXVILLE,TN,35.80937386122431,-83.99532144432868
WAUKEGAN RGNL,CHICAGO/WAUKEGAN,IL,42.42214916681962,-87.86791916668592
SOUTHERN CALIFORNIA LOGISTICS,VICTORVILLE,CA,34.597472222168,-117.3830000001183
VERO BEACH MUNI,VERO BEACH,FL,27.655555555942424,-80.41794444357022
WALLOPS FLIGHT FACILITY,WALLOPS ISLAND,VA,37.940194443910755,-75.46638888872478
CAPE MAY CO,WILDWOOD,NJ,39.008369443752535,-74.90851111137013
WILLOW RUN,DETROIT,MI,42.2400277777068,-83.53088888870361
YOUNGSTOWN WARREN RGNL,YOUNGSTOWN/WARREN,OH,41.26158333329566,-80.68036111105434
YUMA MCAS YUMA INTERNATIONAL,YUMA,AZ,32.65657388901829,-114.60598722187912
